l_russian:
 PROV1:0 "Рим"
 PROV893:0 "Самарра"
 PROV894:0 "Маскин"
 PROV895:0 "Авана"
 PROV896:0 "Артемита"
 PROV897:0 "Даскара"
 PROV898:0 "Нахраван"
 PROV899:0 "Багдата"
 PROV900:0 "Дур-Куригальзу"
 PROV901:0 "Телль-Асвад"
 PROV902:0 "Мисихе"
 PROV903:0 "Тулул-эль-Ухайдир"
 PROV904:0 "Иду"
 PROV905:0 "Беххуфрин"
 PROV906:0 "Анафо"
 PROV907:0 "Хараду"
 PROV908:0 "Хиндану"
 PROV909:0 "Наарда"
 PROV910:0 "Сиппар"
 PROV911:0 "Селевкия Великая"
 PROV912:0 "Ктесифон"
 PROV913:0 "Вологезиада"
 PROV914:0 "Опий"
 PROV915:0 "Кута"
 PROV916:0 "Гируму"
 PROV917:0 "Киш"
 PROV918:0 "Вавилон"
 PROV919:0 "Борсиппа"
 PROV920:0 "Дилбат"
 PROV921:0 "Марад"
 PROV922:0 "Акола"
 PROV923:0 "Кадисия"
 PROV924:0 "Аберта"
 PROV925:0 "Шемали"
 PROV926:0 "Сумака"
 PROV927:0 "Скафа"
 PROV928:0 "Деру"
 PROV929:0 "Ниппур"
 PROV930:0 "Телль-Лахам"
 PROV931:0 "Исин"
 PROV932:0 "Дабр"
 PROV933:0 "Апамея на Тигре"
 PROV934:0 "Кашкар"
 PROV935:0 "Гирсу"
 PROV936:0 "Мадаин"
 PROV937:0 "Урук"
 PROV938:0 "Нина"
 PROV939:0 "Ларса"
 PROV940:0 "Александрия Сузиана"
 PROV941:0 "Форат"
 PROV942:0 "Аполог"
 PROV943:0 "Селевкия-на-Гедифонте"
 PROV944:0 "Акказ"
 PROV945:0 "Тариана"
 PROV946:0 "Шушан"
 PROV947:0 "Шапур Сузианский"
 PROV948:0 "Дезфуль"
 PROV949:0 "Бендосаборон"
 PROV950:0 "Сострата"
 PROV951:0 "Шеми"
 PROV952:0 "Тисиян"
 PROV953:0 "Биджен"
 PROV954:0 "Хадита"
 PROV955:0 "Синн"
 PROV956:0 "Телль-Аджри"
 PROV957:0 "Телль-Махуз"
 PROV958:0 "Кур-у-Кич"
 PROV959:0 "Шаразур"
 PROV960:0 "Телль-Арсан"
 PROV961:0 "Телль-Бисмая"
 PROV962:0 "Телль-Хай"
 PROV963:0 "Файлака"
 PROV964:0 "Тередон"
 PROV965:0 "Апхана"
 PROV966:0 "Рам Ормизд"
 PROV967:0 "Ростаг-Кавад"
 PROV968:0 "Эриду"
 PROV969:0 "Дарак"
 PROV970:0 "Мадар"
 PROV971:0 "Ампа"
 PROV972:0 "Арак"
 PROV973:0 "Бакусая"
 PROV974:0 "Коссея"
 PROV975:0 "Циссия"
 PROV976:0 "Лавами"
 PROV977:0 "Шехрабан"
 PROV978:0 "Тарехия"
 PROV979:0 "Мандали"
 PROV980:0 "Дашти"
 PROV981:0 "Келонай"
 PROV982:0 "Йездигерд"
 PROV983:0 "Пайкули"
 PROV984:0 "Хазза"
 PROV985:0 "Ишкевт"
 PROV986:0 "Грай Дарки"
 PROV987:0 "Зоаранда"
 PROV988:0 "Фоспия"
 PROV989:0 "Нимфей"
 PROV990:0 "Элегоана"
 PROV991:0 "Арест"
 PROV992:0 "Балалесский перевал"
 PROV993:0 "Калата"
 PROV994:0 "Аштишат"
 PROV995:0 "Мольхия"
 PROV996:0 "Алуака"
 PROV997:0 "Котородз"
 PROV998:0 "Артемита Васпураканская"
 PROV999:0 "Айк"
 PROV1000:0 "Эмпории"
 PROV1001:0 "Рода"
 PROV1002:0 "Юнкария"
 PROV1003:0 "Бланды"
 PROV1004:0 "Лаурон Индигетский"
 PROV1005:0 "Авзон"
 PROV1006:0 "Каллиполь Иберийский"
 PROV1007:0 "Рубрикат"
 PROV1008:0 "Себендун"
 PROV1009:0 "Тарракон"
 PROV1010:0 "Илерда"
 PROV1011:0 "Кельса"
 PROV1012:0 "Дертоса"
 PROV1013:0 "Сальдуба"
 PROV1014:0 "Оска"
 PROV1015:0 "Бильбилис"
 PROV1016:0 "Калагуррий Юлия"
 PROV1017:0 "Эасон"
 PROV1018:0 "Нуманция"
 PROV1019:0 "Клуния"
 PROV1020:0 "Арацилл"
 PROV1021:0 "Паланция"
 PROV1022:0 "Сеговия"
 PROV1023:0 "Мантуя Карпетанская"
 PROV1024:0 "Толет"
 PROV1025:0 "Консабура"
 PROV1026:0 "Ламиний"
 PROV1027:0 "Либизоза"
 PROV1028:0 "Валерия"
 PROV1029:0 "Сагунт"
 PROV1030:0 "Валенция"
 PROV1031:0 "Гемероскопий"
 PROV1032:0 "Гавань Сукрон"
 PROV1033:0 "Акра Левка"
 PROV1034:0 "Илиции"
 PROV1035:0 "Тиар"
 PROV1036:0 "Мастия"
 PROV1037:0 "Алоний"
 PROV1038:0 "Илорции"
 PROV1039:0 "Ассон"
 PROV1040:0 "Бегастр"
 PROV1041:0 "Интеркация"
 PROV1042:0 "Бригеций"
 PROV1043:0 "Оцелодури"
 PROV1044:0 "Ланция"
 PROV1045:0 "Астурика Августа"
 PROV1046:0 "Сальмантика"
 PROV1047:0 "Луг"
 PROV1048:0 "Форум Лимиков"
 PROV1049:0 "Миробрига Лузитанская"
 PROV1050:0 "Аквы Флавиевы"
 PROV1051:0 "Бракара Августа"
 PROV1052:0 "Субур"
 PROV1053:0 "Антистиана"
 PROV1054:0 "Герунда"
 PROV1055:0 "Сигарра"
 PROV1056:0 "Сетельсий"
 PROV1057:0 "Лес"
 PROV1058:0 "Оргия"
 PROV1059:0 "Ургелл"
 PROV1060:0 "Юлия Либика"
 PROV1061:0 "Ад Септимум"
 PROV1062:0 "Ад Новас Иберия"
 PROV1063:0 "Олеастер"
 PROV1064:0 "Керес"
 PROV1065:0 "Каум"
 PROV1066:0 "Мендикулея"
 PROV1067:0 "Лабитолоза"
 PROV1068:0 "Эзон"
 PROV1069:0 "Агер"
 PROV1070:0 "Галлика Флавия"
 PROV1071:0 "Пресуина"
 PROV1072:0 "Галлик"
 PROV1073:0 "Бортина"
 PROV1074:0 "Форум Галльский"
 PROV1075:0 "Фибулария"
 PROV1076:0 "Иакка"
 PROV1077:0 "Илуберий"
 PROV1078:0 "Помпелон"
 PROV1079:0 "Ад Виценсий"
 PROV1080:0 "Сегия"
 PROV1081:0 "Карта"
 PROV1082:0 "Андел"
 PROV1083:0 "Аракелий"
 PROV1084:0 "Бетуррий"
 PROV1085:0 "Барбариана"
 PROV1086:0 "Триций Магалл"
 PROV1087:0 "Варея"
 PROV1088:0 "Илурций"
 PROV1089:0 "Каскант"
 PROV1090:0 "Тертаком"
 PROV1091:0 "Августобрига"
 PROV1092:0 "Уисонций"
 PROV1093:0 "Нова Августа"
 PROV1094:0 "Авка"
 PROV1095:0 "Атилиана"
 PROV1096:0 "Винделея"
 PROV1097:0 "Салионка"
 PROV1098:0 "Велея"
 PROV1099:0 "Гебала"
 PROV1100:0 "Триций"
 PROV1101:0 "Белегия"
 PROV1102:0 "Брав"
 PROV1103:0 "Сегизама Юлия"
 PROV1104:0 "Сегонция Парамика"
 PROV1105:0 "Уксама Барка"
 PROV1106:0 "Флавиобрига"
 PROV1107:0 "Бригенсий"
 PROV1108:0 "Везея Суэка"
 PROV1109:0 "Маггиявиенсий"
 PROV1110:0 "Камарика"
 PROV1111:0 "Эквосера"
 PROV1112:0 "Кайелл"
 PROV1113:0 "Паллонций"
 PROV1114:0 "Гигия"
 PROV1115:0 "Ад Маре"
 PROV1116:0 "Лук Астур"
 PROV1117:0 "Мемориана"
 PROV1118:0 "Флавионавия"
 PROV1119:0 "Легион X «Гемина»"
 PROV1120:0 "Валлата"
 PROV1121:0 "Интерамний"
 PROV1122:0 "Спадоний"
 PROV1123:0 "Монс Рубеум"
 PROV1124:0 "Пезикия"
 PROV1125:0 "Вилладонга"
 PROV1126:0 "Луггония"
 PROV1127:0 "Бергид Флавий"
 PROV1128:0 "Уттарий"
 PROV1129:0 "Караник"
 PROV1130:0 "Флавий Бриганций"
 PROV1131:0 "Флавия Ламбрий"
 PROV1132:0 "Аррония"
 PROV1133:0 "Варриния"
 PROV1134:0 "Варина Мариния"
 PROV1135:0 "Цибарция"
 PROV1136:0 "Авилиобрий"
 PROV1137:0 "Артаброн Лимен"
 PROV1138:0 "Новион"
 PROV1139:0 "Ассегония"
 PROV1140:0 "Бревий"
 PROV1141:0 "Аквы Квинтиниевы"
 PROV1142:0 "Кастелл Мейдуниев"
 PROV1143:0 "Бедия"
 PROV1144:0 "Скодра"
 PROV1145:0 "Гемест"
 PROV1146:0 "Интерамикия"
 PROV1147:0 "Лугия"
 PROV1148:0 "Аквы Галлецийские"
 PROV1149:0 "Ад Дуос Понтес"
 PROV1150:0 "Вик Спац"
 PROV1151:0 "Лимия"
 PROV1152:0 "Аквий Кверквенний"
 PROV1153:0 "Салация Эбокосская"
 PROV1154:0 "Аквы Первоначальные"
 PROV1155:0 "Гермины"
 PROV1156:0 "Вик Вагорниценсий"
 PROV1157:0 "Баниенсий"
 PROV1158:0 "Кобелек"
 PROV1159:0 "Полибеденс"
 PROV1160:0 "Сентица"
 PROV1161:0 "Сибарий"
 PROV1162:0 "Блетсима"
 PROV1163:0 "Зела"
 PROV1164:0 "Вениация"
 PROV1165:0 "Неметобрига"
 PROV1166:0 "Гигуррия"
 PROV1167:0 "Зелия"
 PROV1168:0 "Петтавоний"
 PROV1169:0 "Аргенциол"
 PROV1170:0 "Реликта Астурийская"
 PROV1171:0 "Пратерий"
 PROV1172:0 "Вик Акварий"
 PROV1173:0 "Арбукала"
 PROV1174:0 "Амаллобрига"
 PROV1175:0 "Септиманка"
 PROV1176:0 "Нивария"
 PROV1177:0 "Кавка"
 PROV1178:0 "Комениака"
 PROV1179:0 "Веттония Реликта"
 PROV1180:0 "Пустынная Веттония"
 PROV1181:0 "Гелла"
 PROV1182:0 "Бальний"
 PROV1183:0 "Пустынная Ваккея"
 PROV1184:0 "Ваккея Реликта"
 PROV1185:0 "Камала"
 PROV1186:0 "Виминаций"
 PROV1187:0 "Лакобрига"
 PROV1188:0 "Автрака"
 PROV1189:0 "Латеремум"
 PROV1190:0 "Памплигуа"
 PROV1191:0 "Рауда"
 PROV1192:0 "Пинция"
 PROV1193:0 "Конфлуенция"
 PROV1194:0 "Авила"
 PROV1195:0 "Миакк"
 PROV1196:0 "Туллий"
 PROV1197:0 "Ад Липпос"
 PROV1198:0 "Колорик"
 PROV1199:0 "Платан"
 PROV1200:0 "Верхняя Веттония"
 PROV1201:0 "Нижняя Веттония"
 PROV1202:0 "Ваддуя"
 PROV1203:0 "Титульция"
 PROV1204:0 "Иоппа"
 PROV1205:0 "Карпетана Луга"
 PROV1206:0 "Комплут"
 PROV1207:0 "Каракка"
 PROV1208:0 "Вик Куминарий"
 PROV1209:0 "Сегобрига"
 PROV1210:0 "Опта"
 PROV1211:0 "Окулы"
 PROV1212:0 "Сермоны"
 PROV1213:0 "Сегеда"
 PROV1214:0 "Кары"
 PROV1215:0 "Агирия"
 PROV1216:0 "Урбиака"
 PROV1217:0 "Лобетон"
 PROV1218:0 "Волука"
 PROV1219:0 "Уксама Аргела"
 PROV1220:0 "Аквы Бильбилисовы"
 PROV1221:0 "Аркобрига"
 PROV1222:0 "Окилий"
 PROV1223:0 "Сегонция"
 PROV1224:0 "Луция"
 PROV1225:0 "Тукрий"
 PROV1226:0 "Маллия"
 PROV1227:0 "Лагнии"
 PROV1228:0 "Коленда"
 PROV1229:0 "Комфлуента Кельтиберская"
 PROV1230:0 "Беллия Дезолата"
 PROV1231:0 "Беллия Реликта"
 PROV1232:0 "Нижняя Беллия"
 PROV1233:0 "Верхняя Беллия"
 PROV1234:0 "Эдета"
 PROV1235:0 "Себелации"
 PROV1236:0 "Аркус"
 PROV1237:0 "Средняя Эдетания"
 PROV1238:0 "Лавтумии"
 PROV1239:0 "Индибилий"
 PROV1240:0 "Этобеза"
 PROV1241:0 "Отобеза"
 PROV1242:0 "Лассира"
 PROV1243:0 "Седетания"
 PROV1244:0 "Робур"
 PROV1245:0 "Рубий"
 PROV1246:0 "Дент"
 PROV1247:0 "Колумбарий"
 PROV1248:0 "Сетабий"
 PROV1249:0 "Ад Арас"
 PROV1250:0 "Сукрон"
 PROV1251:0 "Сегиза"
 PROV1252:0 "Илунон"
 PROV1253:0 "Элотана"
 PROV1254:0 "Салика"
 PROV1255:0 "Сальтигии"
 PROV1256:0 "Париетины"
 PROV1257:0 "Ментеза"
 PROV1258:0 "Мариана Лобетанская"
 PROV1259:0 "Фортуна"
 PROV1260:0 "Яспий"
 PROV1261:0 "Ад Путеа Иберия"
 PROV1262:0 "Ад Палем"
 PROV1263:0 "Инкузум"
 PROV1264:0 "Великая Контестания"
 PROV1265:0 "Малая Контестания"
 PROV1266:0 "Нижняя Эдетания"
 PROV1267:0 "Верхняя Эдетания"
 PROV1268:0 "Эгелеста"
 PROV1269:0 "Понс Ругио"
 PROV1270:0 "Алкес"
 PROV1271:0 "Капут"
 PROV1272:0 "Домум"
 PROV1273:0 "Фикариенсий Лок"
 PROV1274:0 "Лонгунтика"
 PROV1275:0 "Элиукрока"
 PROV1276:0 "Бария"
 PROV1277:0 "Ад Морум"
 PROV1278:0 "Урки"
 PROV1279:0 "Тутугии"
 PROV1280:0 "Тагилии"
 PROV1281:0 "Бастии"
 PROV1282:0 "Мургии"
 PROV1283:0 "Абдерат"
 PROV1284:0 "Абула"
 PROV1285:0 "Аккий"
 PROV1286:0 "Илугон"
 PROV1287:0 "Салария"
 PROV1288:0 "Ламек"
 PROV1289:0 "Тонгобрига"
 PROV1290:0 "Арав"
 PROV1291:0 "Лангобрига"
 PROV1292:0 "Виссерия"
 PROV1293:0 "Эминий"
 PROV1294:0 "Конимбрига"
 PROV1295:0 "Ареоцел"
 PROV1296:0 "Эльбоконий"
 PROV1297:0 "Коллиппон"
 PROV1298:0 "Селлий"
 PROV1299:0 "Цент Цел"
 PROV1300:0 "Вик Вениенсий"
 PROV1301:0 "Игедитания"
 PROV1302:0 "Оцел"
 PROV1303:0 "Герминий"
 PROV1304:0 "Келлоникон"
 PROV1305:0 "Капера"
 PROV1306:0 "Лама"
 PROV1307:0 "Каурий"
 PROV1308:0 "Ариций"
 PROV1309:0 "Вик Карналоценсий"
 PROV1310:0 "Аммая"
 PROV1311:0 "Тонгориг"
 PROV1312:0 "Кастра Цецилия"
 PROV1313:0 "Тубуккии"
 PROV1314:0 "Скаллабий"
 PROV1315:0 "Ариций Преторий"
 PROV1316:0 "Эбуробриттий"
 PROV1317:0 "Арабрига"
 PROV1318:0 "Барбарион"
 PROV1319:0 "Олизипон"
 PROV1320:0 "Малатека"
 PROV1321:0 "Кетобрига"
 PROV1322:0 "Салация"
 PROV1323:0 "Эбора"
 PROV1324:0 "Миробрига Кунейская"
 PROV1325:0 "Пакс Юлия"
 PROV1326:0 "Металл Випесценс"
 PROV1327:0 "Каланта"
 PROV1328:0 "Сефиана"
 PROV1329:0 "Тапория"
 PROV1330:0 "Патулус Портус"
 PROV1331:0 "Арандий"
 PROV1332:0 "Мирцилий"
 PROV1333:0 "Портус Цибилис"
 PROV1334:0 "Оссоноба"
 PROV1335:0 "Баал Сафон"
 PROV1336:0 "Миробигенсия"
 PROV1337:0 "Кунея"
 PROV1338:0 "Тартессида"
 PROV1339:0 "Президий"
 PROV1340:0 "Ад Рубрас"
 PROV1341:0 "Тартесс"
 PROV1342:0 "Гавань Менесфея"
 PROV1343:0 "Набрисса"
 PROV1344:0 "Гадир"
 PROV1345:0 "Мергаблум"
 PROV1346:0 "Азидон"
 PROV1347:0 "Белон"
 PROV1348:0 "Картея"
 PROV1349:0 "Оноба"
 PROV1350:0 "Лациппон"
 PROV1351:0 "Турирецина"
 PROV1352:0 "Окурии"
 PROV1353:0 "Ургия"
 PROV1354:0 "Карисса"
 PROV1355:0 "Гиспалий"
 PROV1356:0 "Италика"
 PROV1357:0 "Оссет"
 PROV1358:0 "Олонтигии"
 PROV1359:0 "Ильпулла"
 PROV1360:0 "Лукургент"
 PROV1361:0 "Суел"
 PROV1362:0 "Малака"
 PROV1363:0 "Картима"
 PROV1364:0 "Арунда"
 PROV1365:0 "Нескания"
 PROV1366:0 "Менова"
 PROV1367:0 "Саксетан"
 PROV1368:0 "Ирнии"
 PROV1369:0 "Урсон"
 PROV1370:0 "Базилиппон"
 PROV1371:0 "Астигии"
 PROV1372:0 "Сегида"
 PROV1373:0 "Наева"
 PROV1374:0 "Кармон"
 PROV1375:0 "Лаурон"
 PROV1376:0 "Сабетан"
 PROV1377:0 "Кордуба"
 PROV1378:0 "Эпора"
 PROV1379:0 "Суция"
 PROV1380:0 "Изитургий"
 PROV1381:0 "Кастулон"
 PROV1382:0 "Вивация"
 PROV1383:0 "Илитургий"
 PROV1384:0 "Бекула"
 PROV1385:0 "Эльвира"
 PROV1386:0 "Кларита Юлия"
 PROV1387:0 "Итуции"
 PROV1388:0 "Антикария"
 PROV1389:0 "Ад Гемеллас"
 PROV1390:0 "Игабр"
 PROV1391:0 "Цизимбрий"
 PROV1392:0 "Антекария"
 PROV1393:0 "Иполькобулькола"
 PROV1394:0 "Илитургикола"
 PROV1395:0 "Туккии"
 PROV1396:0 "Вергилия"
 PROV1397:0 "Эбура"
 PROV1398:0 "Калекула"
 PROV1399:0 "Безуккии"
 PROV1400:0 "Августа Эмерита"
 PROV1401:0 "Угультуния"
 PROV1402:0 "Перцеана"
 PROV1403:0 "Каспиана"
 PROV1404:0 "Флавий Велары"
 PROV1405:0 "Регина"
 PROV1406:0 "Артигии"
 PROV1407:0 "Юлипа"
 PROV1408:0 "Форнакида"
 PROV1409:0 "Мунигуя"
 PROV1410:0 "Курига"
 PROV1411:0 "Ипорка"
 PROV1412:0 "Лакуний"
 PROV1413:0 "Серпентум"
 PROV1414:0 "Фодины"
 PROV1415:0 "Фарсида"
 PROV1416:0 "Фонс Сиккум"
 PROV1417:0 "Аруккии"
 PROV1418:0 "Серия"
 PROV1419:0 "Нижняя Турдулия"
 PROV1420:0 "Варна"
 PROV1421:0 "Лузерий"
 PROV1422:0 "Ад Муратум"
 PROV1423:0 "Эвандриана"
 PROV1424:0 "Дипон"
 PROV1425:0 "Ад Атрум Флумен"
 PROV1426:0 "Будуа"
 PROV1427:0 "Матсуар"
 PROV1428:0 "Верхняя Кельтика"
 PROV1429:0 "Нижняя Кельтика"
 PROV1430:0 "Пограничные земли Иберии"
 PROV1431:0 "Ад Сорорес"
 PROV1432:0 "Норба Иберия"
 PROV1433:0 "Турмогон"
 PROV1434:0 "Тамузия"
 PROV1435:0 "Лаципея"
 PROV1436:0 "Метеллин"
 PROV1437:0 "Августобрига Веттонская"
 PROV1438:0 "Цезаробрига"
 PROV1439:0 "Миробрига"
 PROV1440:0 "Бедрон"
 PROV1441:0 "Меллария"
 PROV1442:0 "Мариана Бетийская"
 PROV1443:0 "Эдеба"
 PROV1444:0 "Солия"
 PROV1445:0 "Сизапон"
 PROV1446:0 "Ад Децемум"
 PROV1447:0 "Марианова гора"
 PROV1448:0 "Каркувий"
 PROV1449:0 "Орет"
 PROV1450:0 "Ад Туррес"
 PROV1451:0 "Ад Мурум"
 PROV1452:0 "Алаба"
 PROV1453:0 "Византий"
 PROV1454:0 "Брутобрига"
 PROV1455:0 "Сателла"
 PROV1456:0 "Пилоникория"
 PROV1457:0 "Солиция Карпенская"
 PROV1458:0 "Дуниты"
 PROV1459:0 "Мессиция"
 PROV1460:0 "Сатталиция"
 PROV1461:0 "Бокуриква"
 PROV1462:0 "Катонита"
 PROV1463:0 "Солорб"
 PROV1464:0 "Эбуз"
 PROV1465:0 "Пальма"
 PROV1466:0 "Гуй"
 PROV1467:0 "Полленция"
 PROV1468:0 "Туции"
 PROV1469:0 "Магон"
 PROV1470:0 "Коссира"
 PROV1471:0 "Мелита"
 PROV1472:0 "Липара"
 PROV1473:0 "Арабский пролив"
 PROV1474:0 "Арабский пролив"
 PROV1475:0 "Арабский пролив"
 PROV1476:0 "Арабский пролив"
 PROV1477:0 "Арабский пролив"
 PROV1478:0 "Арабский пролив"
 PROV1479:0 "Арабский пролив"
 PROV1480:0 "Арабский пролив"
 PROV1481:0 "Арабский пролив"
 PROV1482:0 "Арабский пролив"
 PROV1483:0 "Арабский пролив"
 PROV1484:0 "Арабский пролив"
 PROV1485:0 "Арабский пролив"
 PROV1486:0 "Арабский пролив"
 PROV1487:0 "Арабский пролив"
 PROV1488:0 "Арабский пролив"
 PROV1489:0 "Диодорский канал"
 PROV1490:0 "Арабский пролив"
 PROV1491:0 "Арабский пролив"
 PROV1492:0 "Арабский пролив"
 PROV1493:0 "Арабский пролив"
 PROV1494:0 "Арабский пролив"
 PROV1495:0 "Арабский пролив"
 PROV1496:0 "Арабский пролив"
 PROV1497:0 "Арабский пролив"
 PROV1498:0 "Арабский пролив"
 PROV1499:0 "Арабский пролив"
 PROV1500:0 "Хавон"
 PROV1501:0 "Наксуана"
 PROV1502:0 "Тасук"
 PROV1503:0 "Саламас"
 PROV1504:0 "Газрик"
 PROV1505:0 "Арзияд-Тепе"
 PROV1506:0 "Орми"
 PROV1507:0 "Сорманабад-Тепе"
 PROV1508:0 "Беледжук-Тепе"
 PROV1509:0 "Сираганон"
 PROV1510:0 "Шнох"
 PROV1511:0 "Келатга"
 PROV1512:0 "Шейтанабад"
 PROV1513:0 "Расу-Тепе"
 PROV1514:0 "Фахрика"
 PROV1515:0 "Гензак"
 PROV1516:0 "Шах-Тепе"
 PROV1517:0 "Зир-Тепе"
 PROV1518:0 "Кух-и-Чорблач"
 PROV1519:0 "Келат"
 PROV1520:0 "Бонаб-Кале"
